matchup,book,market,player,side,line,odds,last_update
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_points,Devin Vassell,Over,12.5,-122,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_points,Devin Vassell,Under,12.5,-106,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_points,Anthony Edwards,Over,20.5,-120,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_points,Anthony Edwards,Under,20.5,-108,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_points,Naz Reid,Over,12.5,-105,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_points,Naz Reid,Under,12.5,-123,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_points,Jaden McDaniels,Over,14.5,-103,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_points,Jaden McDaniels,Under,14.5,-125,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_points,Rudy Gobert,Over,7.5,-123,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_points,Rudy Gobert,Under,7.5,-105,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_points,Victor Wembanyama,Over,27.5,-108,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_points,Victor Wembanyama,Under,27.5,-120,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_points,Julius Randle,Over,18.5,-106,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_points,Julius Randle,Under,18.5,-122,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_points,Keldon Johnson,Over,8.5,-130,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_points,Keldon Johnson,Under,8.5,100,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_points,Mike Conley,Over,4.5,-114,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_points,Mike Conley,Under,4.5,-114,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_points,De'Aaron Fox,Over,17.5,-111,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_points,De'Aaron Fox,Under,17.5,-116,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_points,Stephon Castle,Over,17.5,-105,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_points,Stephon Castle,Under,17.5,-123,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_points,Julian Champagnie,Over,9.5,-108,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_points,Julian Champagnie,Under,9.5,-120,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_points,Ayo Dosunmu,Over,10.5,-130,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_points,Ayo Dosunmu,Under,10.5,100,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_points,Dylan Harper,Over,11.5,-105,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_points,Dylan Harper,Under,11.5,-123,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_points,Terrence Shannon Jr.,Over,8.5,-125,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_points,Terrence Shannon Jr.,Under,8.5,-103,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_rebounds,Keldon Johnson,Over,3.5,-120,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_rebounds,Keldon Johnson,Under,3.5,-108,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_rebounds,Naz Reid,Over,6.5,109,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_rebounds,Naz Reid,Under,6.5,-141,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_rebounds,Jaden McDaniels,Over,4.5,-115,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_rebounds,Jaden McDaniels,Under,4.5,-112,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_rebounds,Devin Vassell,Over,4.5,122,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_rebounds,Devin Vassell,Under,4.5,-159,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_rebounds,Victor Wembanyama,Over,12.5,-109,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_rebounds,Victor Wembanyama,Under,12.5,-119,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_rebounds,Julian Champagnie,Over,5.5,113,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_rebounds,Julian Champagnie,Under,5.5,-147,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_rebounds,Stephon Castle,Over,5.5,107,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_rebounds,Stephon Castle,Under,5.5,-139,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_rebounds,Julius Randle,Over,6.5,-102,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_rebounds,Julius Randle,Under,6.5,-127,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_rebounds,De'Aaron Fox,Over,3.5,-115,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_rebounds,De'Aaron Fox,Under,3.5,-112,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_rebounds,Dylan Harper,Over,3.5,110,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_rebounds,Dylan Harper,Under,3.5,-143,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_rebounds,Mike Conley,Over,1.5,-152,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_rebounds,Mike Conley,Under,1.5,117,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_rebounds,Rudy Gobert,Over,10.5,-123,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_rebounds,Rudy Gobert,Under,10.5,-105,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_rebounds,Ayo Dosunmu,Over,2.5,-132,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_rebounds,Ayo Dosunmu,Under,2.5,102,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_rebounds,Luke Kornet,Over,3.5,112,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_rebounds,Luke Kornet,Under,3.5,-145,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_rebounds,Anthony Edwards,Over,4.5,118,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_rebounds,Anthony Edwards,Under,4.5,-154,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_threes,Naz Reid,Over,1.5,-135,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_threes,Naz Reid,Under,1.5,105,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_threes,Keldon Johnson,Over,0.5,-164,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_threes,Keldon Johnson,Under,0.5,125,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_threes,Jaden McDaniels,Over,1.5,152,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_threes,Jaden McDaniels,Under,1.5,-200,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_threes,Devin Vassell,Over,2.5,152,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_threes,Devin Vassell,Under,2.5,-200,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_threes,Anthony Edwards,Over,2.5,-101,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_threes,Anthony Edwards,Under,2.5,-128,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_threes,Victor Wembanyama,Over,2.5,115,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_threes,Victor Wembanyama,Under,2.5,-149,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_threes,Julian Champagnie,Over,1.5,-167,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_threes,Julian Champagnie,Under,1.5,128,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_threes,Stephon Castle,Over,1.5,122,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_threes,Stephon Castle,Under,1.5,-159,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_threes,Julius Randle,Over,1.5,155,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_threes,Julius Randle,Under,1.5,-204,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_threes,Dylan Harper,Over,0.5,-152,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_threes,Dylan Harper,Under,0.5,117,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_threes,De'Aaron Fox,Over,1.5,104,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_threes,De'Aaron Fox,Under,1.5,-135,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_threes,Ayo Dosunmu,Over,1.5,130,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_threes,Ayo Dosunmu,Under,1.5,-169,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_threes,Mike Conley,Over,0.5,-213,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_threes,Mike Conley,Under,0.5,162,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_threes,Terrence Shannon Jr.,Over,0.5,-196,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,BetOnline.ag,player_threes,Terrence Shannon Jr.,Under,0.5,150,2026-05-06T23:33:40Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_assists,Victor Wembanyama,Over,3.5,112,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_assists,Victor Wembanyama,Under,3.5,-142,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_assists,Devin Vassell,Over,2.5,140,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_assists,Devin Vassell,Under,2.5,-180,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_assists,Stephon Castle,Over,6.5,-132,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_assists,Stephon Castle,Under,6.5,104,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_assists,Ayo Dosunmu,Over,3.5,112,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_assists,Ayo Dosunmu,Under,3.5,-142,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_assists,Jaden McDaniels,Over,2.5,100,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_assists,Jaden McDaniels,Under,2.5,-128,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_assists,Anthony Edwards,Over,3.5,144,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_assists,Anthony Edwards,Under,3.5,-186,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_assists,Dylan Harper,Over,3.5,130,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_assists,Dylan Harper,Under,3.5,-166,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_assists,Julius Randle,Over,4.5,130,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_assists,Julius Randle,Under,4.5,-166,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_assists,Mike Conley,Over,2.5,-166,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_assists,Mike Conley,Under,2.5,130,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_assists,De'Aaron Fox,Over,5.5,-136,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_assists,De'Aaron Fox,Under,5.5,106,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_blocks,Victor Wembanyama,Over,4.5,114,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_blocks,Victor Wembanyama,Under,4.5,-152,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_blocks,Rudy Gobert,Over,1.5,138,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_blocks,Rudy Gobert,Under,1.5,-186,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_points,Rudy Gobert,Over,7.5,-120,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_points,Rudy Gobert,Under,7.5,-106,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_points,Naz Reid,Over,12.5,100,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_points,Naz Reid,Under,12.5,-128,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_points,Luke Kornet,Over,3.5,100,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_points,Luke Kornet,Under,3.5,-128,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_points,Devin Vassell,Over,12.5,-125,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_points,Devin Vassell,Under,12.5,-102,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_points,Ayo Dosunmu,Over,10.5,-113,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_points,Ayo Dosunmu,Under,10.5,-113,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_points,Jaden McDaniels,Over,14.5,-104,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_points,Jaden McDaniels,Under,14.5,-122,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_points,Stephon Castle,Over,16.5,-125,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_points,Stephon Castle,Under,16.5,-102,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_points,Dylan Harper,Over,11.5,-102,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_points,Dylan Harper,Under,11.5,-125,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_points,Keldon Johnson,Over,9.5,102,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_points,Keldon Johnson,Under,9.5,-130,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_points,Julius Randle,Over,18.5,100,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_points,Julius Randle,Under,18.5,-128,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_points,Julian Champagnie,Over,9.5,102,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_points,Julian Champagnie,Under,9.5,-130,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_points,Anthony Edwards,Over,20.5,-113,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_points,Anthony Edwards,Under,20.5,-113,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_points,Mike Conley,Over,4.5,106,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_points,Mike Conley,Under,4.5,-136,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_points,De'Aaron Fox,Over,17.5,-104,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_points,De'Aaron Fox,Under,17.5,-122,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_points,Victor Wembanyama,Over,26.5,-115,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_points,Victor Wembanyama,Under,26.5,-111,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_points,Terrence Shannon Jr.,Over,8.5,-115,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_points,Terrence Shannon Jr.,Under,8.5,-111,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_rebounds,Rudy Gobert,Over,10.5,-132,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_rebounds,Rudy Gobert,Under,10.5,104,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_rebounds,Naz Reid,Over,6.5,120,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_rebounds,Naz Reid,Under,6.5,-154,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_rebounds,Luke Kornet,Over,3.5,102,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_rebounds,Luke Kornet,Under,3.5,-130,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_rebounds,Victor Wembanyama,Over,12.5,100,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_rebounds,Victor Wembanyama,Under,12.5,-128,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_rebounds,Devin Vassell,Over,3.5,-154,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_rebounds,Devin Vassell,Under,3.5,120,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_rebounds,Jaden McDaniels,Over,4.5,-113,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_rebounds,Jaden McDaniels,Under,4.5,-113,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_rebounds,Stephon Castle,Over,5.5,112,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_rebounds,Stephon Castle,Under,5.5,-142,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_rebounds,Keldon Johnson,Over,3.5,-113,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_rebounds,Keldon Johnson,Under,3.5,-113,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_rebounds,Dylan Harper,Over,3.5,106,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_rebounds,Dylan Harper,Under,3.5,-136,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_rebounds,Julius Randle,Over,6.5,102,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_rebounds,Julius Randle,Under,6.5,-130,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_rebounds,Julian Champagnie,Over,5.5,122,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_rebounds,Julian Champagnie,Under,5.5,-156,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_rebounds,Anthony Edwards,Over,3.5,-160,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_rebounds,Anthony Edwards,Under,3.5,124,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_rebounds,De'Aaron Fox,Over,3.5,-113,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_rebounds,De'Aaron Fox,Under,3.5,-113,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_steals,Victor Wembanyama,Over,1.5,162,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_steals,Victor Wembanyama,Under,1.5,-220,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_steals,De'Aaron Fox,Over,1.5,138,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_steals,De'Aaron Fox,Under,1.5,-186,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_steals,Stephon Castle,Over,1.5,162,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_steals,Stephon Castle,Under,1.5,-220,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_threes,Naz Reid,Over,1.5,-150,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_threes,Naz Reid,Under,1.5,118,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_threes,Victor Wembanyama,Over,2.5,122,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_threes,Victor Wembanyama,Under,2.5,-156,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_threes,Devin Vassell,Over,2.5,158,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_threes,Devin Vassell,Under,2.5,-205,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_threes,Jaden McDaniels,Over,1.5,144,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_threes,Jaden McDaniels,Under,1.5,-186,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_threes,Stephon Castle,Over,1.5,126,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_threes,Stephon Castle,Under,1.5,-162,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_threes,Anthony Edwards,Over,2.5,112,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_threes,Anthony Edwards,Under,2.5,-142,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_threes,Julius Randle,Over,1.5,152,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_threes,Julius Randle,Under,1.5,-196,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_threes,Julian Champagnie,Over,1.5,-186,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_threes,Julian Champagnie,Under,1.5,144,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_threes,Mike Conley,Over,1.5,200,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_threes,Mike Conley,Under,1.5,-265,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_threes,De'Aaron Fox,Over,1.5,110,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,FanDuel,player_threes,De'Aaron Fox,Under,1.5,-140,2026-05-06T23:34:30Z
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_assists,Ayo Dosunmu,Over,3.5,135,2026-05-06T23:34:16Z
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_assists,Ayo Dosunmu,Under,3.5,-186,2026-05-06T23:34:16Z
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_assists,Julius Randle,Over,4.5,120,2026-05-06T23:34:16Z
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_assists,Julius Randle,Under,4.5,-165,2026-05-06T23:34:16Z
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_assists,Jaden McDaniels,Over,2.5,-114,2026-05-06T23:34:16Z
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_assists,Jaden McDaniels,Under,2.5,-120,2026-05-06T23:34:16Z
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_assists,Stephon Castle,Over,6.5,-139,2026-05-06T23:34:16Z
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_assists,Stephon Castle,Under,6.5,102,2026-05-06T23:34:16Z
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_assists,Anthony Edwards,Over,3.5,132,2026-05-06T23:34:16Z
