sport,market,game_id,matchup,line_source,side_a,side_b,line_a,line_b,odds_a,odds_b,timestamp
mlb,totals,de899b461227924fc52c2f9492e9fe56,Pittsburgh Pirates at Arizona Diamondbacks,BetMGM,Over,Under,7.5,7.5,-118,-102,2026-05-06T23:33:05Z
mlb,h2h,de899b461227924fc52c2f9492e9fe56,Pittsburgh Pirates at Arizona Diamondbacks,BetUS,Arizona Diamondbacks,Pittsburgh Pirates,,,110,-121,2026-05-06T23:34:01Z
mlb,spreads,de899b461227924fc52c2f9492e9fe56,Pittsburgh Pirates at Arizona Diamondbacks,BetUS,Arizona Diamondbacks,Pittsburgh Pirates,1.5,-1.5,-155,135,2026-05-06T23:34:01Z
mlb,totals,de899b461227924fc52c2f9492e9fe56,Pittsburgh Pirates at Arizona Diamondbacks,BetUS,Over,Under,8.0,8.0,-105,-115,2026-05-06T23:34:01Z
mlb,h2h,de899b461227924fc52c2f9492e9fe56,Pittsburgh Pirates at Arizona Diamondbacks,Bovada,Arizona Diamondbacks,Pittsburgh Pirates,,,107,-128,2026-05-06T23:33:41Z
mlb,spreads,de899b461227924fc52c2f9492e9fe56,Pittsburgh Pirates at Arizona Diamondbacks,Bovada,Arizona Diamondbacks,Pittsburgh Pirates,1.5,-1.5,-150,130,2026-05-06T23:33:41Z
mlb,totals,de899b461227924fc52c2f9492e9fe56,Pittsburgh Pirates at Arizona Diamondbacks,Bovada,Over,Under,8.0,8.0,-105,-115,2026-05-06T23:33:41Z
mlb,h2h,1c3063ee80bf14181773650f89724edd,Texas Rangers at New York Yankees,FanDuel,New York Yankees,Texas Rangers,,,-188,158,2026-05-06T23:34:18Z
mlb,spreads,1c3063ee80bf14181773650f89724edd,Texas Rangers at New York Yankees,FanDuel,New York Yankees,Texas Rangers,-1.5,1.5,112,-134,2026-05-06T23:34:18Z
mlb,totals,1c3063ee80bf14181773650f89724edd,Texas Rangers at New York Yankees,FanDuel,Over,Under,8.0,8.0,-110,-110,2026-05-06T23:34:18Z
mlb,h2h,1c3063ee80bf14181773650f89724edd,Texas Rangers at New York Yankees,LowVig.ag,New York Yankees,Texas Rangers,,,-180,162,2026-05-06T23:33:42Z
mlb,totals,1c3063ee80bf14181773650f89724edd,Texas Rangers at New York Yankees,LowVig.ag,Over,Under,8.5,8.5,103,-118,2026-05-06T23:33:42Z
mlb,h2h,1c3063ee80bf14181773650f89724edd,Texas Rangers at New York Yankees,BetOnline.ag,New York Yankees,Texas Rangers,,,-180,162,2026-05-06T23:33:44Z
mlb,totals,1c3063ee80bf14181773650f89724edd,Texas Rangers at New York Yankees,BetOnline.ag,Over,Under,8.5,8.5,100,-120,2026-05-06T23:33:44Z
mlb,h2h,1c3063ee80bf14181773650f89724edd,Texas Rangers at New York Yankees,DraftKings,New York Yankees,Texas Rangers,,,-194,159,2026-05-06T23:34:18Z
mlb,spreads,1c3063ee80bf14181773650f89724edd,Texas Rangers at New York Yankees,DraftKings,New York Yankees,Texas Rangers,-1.5,1.5,113,-136,2026-05-06T23:34:18Z
mlb,totals,1c3063ee80bf14181773650f89724edd,Texas Rangers at New York Yankees,DraftKings,Over,Under,8.0,8.0,-119,-101,2026-05-06T23:34:18Z
mlb,h2h,1c3063ee80bf14181773650f89724edd,Texas Rangers at New York Yankees,BetMGM,New York Yankees,Texas Rangers,,,-200,165,2026-05-06T23:33:05Z
mlb,spreads,1c3063ee80bf14181773650f89724edd,Texas Rangers at New York Yankees,BetMGM,New York Yankees,Texas Rangers,-1.5,1.5,110,-130,2026-05-06T23:33:05Z
mlb,totals,1c3063ee80bf14181773650f89724edd,Texas Rangers at New York Yankees,BetMGM,Over,Under,8.0,8.0,-115,-105,2026-05-06T23:33:05Z
mlb,h2h,1c3063ee80bf14181773650f89724edd,Texas Rangers at New York Yankees,Bovada,New York Yankees,Texas Rangers,,,-198,163,2026-05-06T23:33:41Z
mlb,spreads,1c3063ee80bf14181773650f89724edd,Texas Rangers at New York Yankees,Bovada,New York Yankees,Texas Rangers,-1.5,1.5,110,-130,2026-05-06T23:33:41Z
mlb,totals,1c3063ee80bf14181773650f89724edd,Texas Rangers at New York Yankees,Bovada,Over,Under,8.0,8.0,-115,-105,2026-05-06T23:33:41Z
mlb,h2h,ba055e6ad1137117eef850d15d9c8c97,Minnesota Twins at Washington Nationals,FanDuel,Minnesota Twins,Washington Nationals,,,-112,-104,2026-05-06T23:34:18Z
mlb,spreads,ba055e6ad1137117eef850d15d9c8c97,Minnesota Twins at Washington Nationals,FanDuel,Minnesota Twins,Washington Nationals,-1.5,1.5,146,-176,2026-05-06T23:34:18Z
mlb,totals,ba055e6ad1137117eef850d15d9c8c97,Minnesota Twins at Washington Nationals,FanDuel,Over,Under,9.0,9.0,-105,-115,2026-05-06T23:34:18Z
mlb,h2h,ba055e6ad1137117eef850d15d9c8c97,Minnesota Twins at Washington Nationals,BetOnline.ag,Minnesota Twins,Washington Nationals,,,-107,-103,2026-05-06T23:33:44Z
mlb,totals,ba055e6ad1137117eef850d15d9c8c97,Minnesota Twins at Washington Nationals,BetOnline.ag,Over,Under,9.0,9.0,-110,-110,2026-05-06T23:33:44Z
mlb,h2h,ba055e6ad1137117eef850d15d9c8c97,Minnesota Twins at Washington Nationals,LowVig.ag,Minnesota Twins,Washington Nationals,,,-107,-103,2026-05-06T23:33:42Z
mlb,totals,ba055e6ad1137117eef850d15d9c8c97,Minnesota Twins at Washington Nationals,LowVig.ag,Over,Under,9.0,9.0,-107,-107,2026-05-06T23:33:42Z
mlb,h2h,ba055e6ad1137117eef850d15d9c8c97,Minnesota Twins at Washington Nationals,DraftKings,Minnesota Twins,Washington Nationals,,,-110,-110,2026-05-06T23:34:18Z
mlb,spreads,ba055e6ad1137117eef850d15d9c8c97,Minnesota Twins at Washington Nationals,DraftKings,Minnesota Twins,Washington Nationals,-1.5,1.5,149,-181,2026-05-06T23:34:18Z
mlb,totals,ba055e6ad1137117eef850d15d9c8c97,Minnesota Twins at Washington Nationals,DraftKings,Over,Under,9.0,9.0,-110,-110,2026-05-06T23:34:18Z
mlb,h2h,ba055e6ad1137117eef850d15d9c8c97,Minnesota Twins at Washington Nationals,BetMGM,Minnesota Twins,Washington Nationals,,,-110,-110,2026-05-06T23:33:05Z
mlb,spreads,ba055e6ad1137117eef850d15d9c8c97,Minnesota Twins at Washington Nationals,BetMGM,Minnesota Twins,Washington Nationals,-1.5,1.5,150,-185,2026-05-06T23:33:05Z
mlb,totals,ba055e6ad1137117eef850d15d9c8c97,Minnesota Twins at Washington Nationals,BetMGM,Over,Under,9.0,9.0,-110,-110,2026-05-06T23:33:05Z
mlb,h2h,ba055e6ad1137117eef850d15d9c8c97,Minnesota Twins at Washington Nationals,Bovada,Minnesota Twins,Washington Nationals,,,-110,-110,2026-05-06T23:33:41Z
mlb,spreads,ba055e6ad1137117eef850d15d9c8c97,Minnesota Twins at Washington Nationals,Bovada,Minnesota Twins,Washington Nationals,-1.5,1.5,150,-175,2026-05-06T23:33:41Z
mlb,totals,ba055e6ad1137117eef850d15d9c8c97,Minnesota Twins at Washington Nationals,Bovada,Over,Under,9.0,9.0,-110,-110,2026-05-06T23:33:41Z
mlb,h2h,6ea660d6d55e2a5168fd92eb01e16b87,Cleveland Guardians at Kansas City Royals,FanDuel,Cleveland Guardians,Kansas City Royals,,,124,-146,2026-05-06T23:34:18Z
mlb,spreads,6ea660d6d55e2a5168fd92eb01e16b87,Cleveland Guardians at Kansas City Royals,FanDuel,Cleveland Guardians,Kansas City Royals,1.5,-1.5,-160,132,2026-05-06T23:34:18Z
mlb,totals,6ea660d6d55e2a5168fd92eb01e16b87,Cleveland Guardians at Kansas City Royals,FanDuel,Over,Under,9.0,9.0,-115,-105,2026-05-06T23:34:18Z
mlb,h2h,6ea660d6d55e2a5168fd92eb01e16b87,Cleveland Guardians at Kansas City Royals,BetOnline.ag,Cleveland Guardians,Kansas City Royals,,,124,-137,2026-05-06T23:33:44Z
mlb,totals,6ea660d6d55e2a5168fd92eb01e16b87,Cleveland Guardians at Kansas City Royals,BetOnline.ag,Over,Under,9.0,9.0,-110,-110,2026-05-06T23:33:44Z
mlb,h2h,6ea660d6d55e2a5168fd92eb01e16b87,Cleveland Guardians at Kansas City Royals,LowVig.ag,Cleveland Guardians,Kansas City Royals,,,124,-137,2026-05-06T23:33:42Z
mlb,totals,6ea660d6d55e2a5168fd92eb01e16b87,Cleveland Guardians at Kansas City Royals,LowVig.ag,Over,Under,9.0,9.0,-107,-107,2026-05-06T23:33:42Z
mlb,h2h,6ea660d6d55e2a5168fd92eb01e16b87,Cleveland Guardians at Kansas City Royals,DraftKings,Cleveland Guardians,Kansas City Royals,,,119,-143,2026-05-06T23:34:18Z
mlb,spreads,6ea660d6d55e2a5168fd92eb01e16b87,Cleveland Guardians at Kansas City Royals,DraftKings,Cleveland Guardians,Kansas City Royals,1.5,-1.5,-171,141,2026-05-06T23:34:18Z
mlb,totals,6ea660d6d55e2a5168fd92eb01e16b87,Cleveland Guardians at Kansas City Royals,DraftKings,Over,Under,9.0,9.0,-112,-108,2026-05-06T23:34:18Z
mlb,h2h,6ea660d6d55e2a5168fd92eb01e16b87,Cleveland Guardians at Kansas City Royals,BetMGM,Cleveland Guardians,Kansas City Royals,,,120,-145,2026-05-06T23:33:05Z
mlb,spreads,6ea660d6d55e2a5168fd92eb01e16b87,Cleveland Guardians at Kansas City Royals,BetMGM,Cleveland Guardians,Kansas City Royals,1.5,-1.5,-175,145,2026-05-06T23:33:05Z
mlb,totals,6ea660d6d55e2a5168fd92eb01e16b87,Cleveland Guardians at Kansas City Royals,BetMGM,Over,Under,9.0,9.0,-115,-105,2026-05-06T23:33:05Z
mlb,h2h,6ea660d6d55e2a5168fd92eb01e16b87,Cleveland Guardians at Kansas City Royals,Bovada,Cleveland Guardians,Kansas City Royals,,,119,-142,2026-05-06T23:33:41Z
mlb,spreads,6ea660d6d55e2a5168fd92eb01e16b87,Cleveland Guardians at Kansas City Royals,Bovada,Cleveland Guardians,Kansas City Royals,1.5,-1.5,-170,145,2026-05-06T23:33:41Z
mlb,totals,6ea660d6d55e2a5168fd92eb01e16b87,Cleveland Guardians at Kansas City Royals,Bovada,Over,Under,9.0,9.0,-115,-105,2026-05-06T23:33:41Z
mlb,h2h,d995ce8d9df4c182c1ecade37bac292d,Cincinnati Reds at Chicago Cubs,FanDuel,Chicago Cubs,Cincinnati Reds,,,-205,172,2026-05-06T23:34:18Z
mlb,spreads,d995ce8d9df4c182c1ecade37bac292d,Cincinnati Reds at Chicago Cubs,FanDuel,Chicago Cubs,Cincinnati Reds,-1.5,1.5,104,-125,2026-05-06T23:34:18Z
mlb,totals,d995ce8d9df4c182c1ecade37bac292d,Cincinnati Reds at Chicago Cubs,FanDuel,Over,Under,8.5,8.5,-122,100,2026-05-06T23:34:18Z
mlb,h2h,d995ce8d9df4c182c1ecade37bac292d,Cincinnati Reds at Chicago Cubs,BetOnline.ag,Chicago Cubs,Cincinnati Reds,,,-180,162,2026-05-06T23:33:44Z
mlb,h2h,d995ce8d9df4c182c1ecade37bac292d,Cincinnati Reds at Chicago Cubs,LowVig.ag,Chicago Cubs,Cincinnati Reds,,,-180,162,2026-05-06T23:33:42Z
mlb,h2h,d995ce8d9df4c182c1ecade37bac292d,Cincinnati Reds at Chicago Cubs,Bovada,Chicago Cubs,Cincinnati Reds,,,-196,161,2026-05-06T23:33:41Z
mlb,h2h,d995ce8d9df4c182c1ecade37bac292d,Cincinnati Reds at Chicago Cubs,BetMGM,Chicago Cubs,Cincinnati Reds,,,-200,165,2026-05-06T23:33:05Z
mlb,h2h,db06eeec096bc60532c3b1aa5d4235a0,New York Mets at Colorado Rockies,FanDuel,Colorado Rockies,New York Mets,,,122,-144,2026-05-06T23:34:18Z
mlb,spreads,db06eeec096bc60532c3b1aa5d4235a0,New York Mets at Colorado Rockies,FanDuel,Colorado Rockies,New York Mets,1.5,-1.5,-130,108,2026-05-06T23:34:18Z
mlb,totals,db06eeec096bc60532c3b1aa5d4235a0,New York Mets at Colorado Rockies,FanDuel,Over,Under,11.0,11.0,100,-122,2026-05-06T23:34:18Z
mlb,h2h,db06eeec096bc60532c3b1aa5d4235a0,New York Mets at Colorado Rockies,BetOnline.ag,Colorado Rockies,New York Mets,,,127,-140,2026-05-06T23:33:44Z
mlb,totals,db06eeec096bc60532c3b1aa5d4235a0,New York Mets at Colorado Rockies,BetOnline.ag,Over,Under,11.0,11.0,105,-125,2026-05-06T23:33:44Z
mlb,h2h,db06eeec096bc60532c3b1aa5d4235a0,New York Mets at Colorado Rockies,LowVig.ag,Colorado Rockies,New York Mets,,,127,-140,2026-05-06T23:33:42Z
mlb,totals,db06eeec096bc60532c3b1aa5d4235a0,New York Mets at Colorado Rockies,LowVig.ag,Over,Under,11.0,11.0,107,-123,2026-05-06T23:33:42Z
mlb,h2h,db06eeec096bc60532c3b1aa5d4235a0,New York Mets at Colorado Rockies,DraftKings,Colorado Rockies,New York Mets,,,123,-149,2026-05-06T23:34:18Z
mlb,spreads,db06eeec096bc60532c3b1aa5d4235a0,New York Mets at Colorado Rockies,DraftKings,Colorado Rockies,New York Mets,1.5,-1.5,-122,102,2026-05-06T23:34:18Z
mlb,totals,db06eeec096bc60532c3b1aa5d4235a0,New York Mets at Colorado Rockies,DraftKings,Over,Under,11.0,11.0,100,-120,2026-05-06T23:34:18Z
mlb,h2h,db06eeec096bc60532c3b1aa5d4235a0,New York Mets at Colorado Rockies,Bovada,Colorado Rockies,New York Mets,,,126,-150,2026-05-06T23:33:41Z
mlb,spreads,db06eeec096bc60532c3b1aa5d4235a0,New York Mets at Colorado Rockies,Bovada,Colorado Rockies,New York Mets,1.5,-1.5,-120,100,2026-05-06T23:33:41Z
mlb,totals,db06eeec096bc60532c3b1aa5d4235a0,New York Mets at Colorado Rockies,Bovada,Over,Under,10.5,10.5,-120,100,2026-05-06T23:33:41Z
mlb,h2h,db06eeec096bc60532c3b1aa5d4235a0,New York Mets at Colorado Rockies,BetMGM,Colorado Rockies,New York Mets,,,125,-150,2026-05-06T23:33:05Z
mlb,spreads,db06eeec096bc60532c3b1aa5d4235a0,New York Mets at Colorado Rockies,BetMGM,Colorado Rockies,New York Mets,1.5,-1.5,-120,100,2026-05-06T23:33:05Z
mlb,totals,db06eeec096bc60532c3b1aa5d4235a0,New York Mets at Colorado Rockies,BetMGM,Over,Under,10.5,10.5,-120,100,2026-05-06T23:33:05Z
mlb,h2h,4d8a7d6f10d4e381df3410c93345b071,Pittsburgh Pirates at Arizona Diamondbacks,FanDuel,Arizona Diamondbacks,Pittsburgh Pirates,,,-104,-112,2026-05-06T23:34:18Z
mlb,spreads,4d8a7d6f10d4e381df3410c93345b071,Pittsburgh Pirates at Arizona Diamondbacks,FanDuel,Arizona Diamondbacks,Pittsburgh Pirates,1.5,-1.5,-172,142,2026-05-06T23:34:18Z
mlb,totals,4d8a7d6f10d4e381df3410c93345b071,Pittsburgh Pirates at Arizona Diamondbacks,FanDuel,Over,Under,9.0,9.0,-105,-115,2026-05-06T23:34:18Z
mlb,h2h,4d8a7d6f10d4e381df3410c93345b071,Pittsburgh Pirates at Arizona Diamondbacks,LowVig.ag,Arizona Diamondbacks,Pittsburgh Pirates,,,-106,-104,2026-05-06T23:33:42Z
mlb,totals,4d8a7d6f10d4e381df3410c93345b071,Pittsburgh Pirates at Arizona Diamondbacks,LowVig.ag,Over,Under,9.0,9.0,-107,-107,2026-05-06T23:33:42Z
mlb,h2h,4d8a7d6f10d4e381df3410c93345b071,Pittsburgh Pirates at Arizona Diamondbacks,BetOnline.ag,Arizona Diamondbacks,Pittsburgh Pirates,,,-106,-104,2026-05-06T23:33:44Z
mlb,totals,4d8a7d6f10d4e381df3410c93345b071,Pittsburgh Pirates at Arizona Diamondbacks,BetOnline.ag,Over,Under,9.0,9.0,-110,-110,2026-05-06T23:33:44Z
mlb,h2h,4d8a7d6f10d4e381df3410c93345b071,Pittsburgh Pirates at Arizona Diamondbacks,DraftKings,Arizona Diamondbacks,Pittsburgh Pirates,,,-108,-112,2026-05-06T23:34:18Z
mlb,spreads,4d8a7d6f10d4e381df3410c93345b071,Pittsburgh Pirates at Arizona Diamondbacks,DraftKings,Arizona Diamondbacks,Pittsburgh Pirates,1.5,-1.5,-175,144,2026-05-06T23:34:18Z
mlb,totals,4d8a7d6f10d4e381df3410c93345b071,Pittsburgh Pirates at Arizona Diamondbacks,DraftKings,Over,Under,9.0,9.0,-105,-115,2026-05-06T23:34:18Z
mlb,h2h,4d8a7d6f10d4e381df3410c93345b071,Pittsburgh Pirates at Arizona Diamondbacks,BetMGM,Arizona Diamondbacks,Pittsburgh Pirates,,,-105,-115,2026-05-06T23:33:05Z
mlb,spreads,4d8a7d6f10d4e381df3410c93345b071,Pittsburgh Pirates at Arizona Diamondbacks,BetMGM,Arizona Diamondbacks,Pittsburgh Pirates,1.5,-1.5,-175,145,2026-05-06T23:33:05Z
mlb,totals,4d8a7d6f10d4e381df3410c93345b071,Pittsburgh Pirates at Arizona Diamondbacks,BetMGM,Over,Under,9.0,9.0,-110,-110,2026-05-06T23:33:05Z
mlb,h2h,b24e92041f215692dc57c17a67275bcf,Athletics at Philadelphia Phillies,FanDuel,Athletics,Philadelphia Phillies,,,116,-134,2026-05-06T23:34:18Z
mlb,spreads,b24e92041f215692dc57c17a67275bcf,Athletics at Philadelphia Phillies,FanDuel,Athletics,Philadelphia Phillies,1.5,-1.5,-184,152,2026-05-06T23:34:18Z
mlb,totals,b24e92041f215692dc57c17a67275bcf,Athletics at Philadelphia Phillies,FanDuel,Over,Under,9.0,9.0,-105,-115,2026-05-06T23:34:18Z
mlb,h2h,b24e92041f215692dc57c17a67275bcf,Athletics at Philadelphia Phillies,BetOnline.ag,Athletics,Philadelphia Phillies,,,118,-130,2026-05-06T23:33:44Z
mlb,totals,b24e92041f215692dc57c17a67275bcf,Athletics at Philadelphia Phillies,BetOnline.ag,Over,Under,9.0,9.0,-115,-105,2026-05-06T23:33:44Z
mlb,h2h,b24e92041f215692dc57c17a67275bcf,Athletics at Philadelphia Phillies,LowVig.ag,Athletics,Philadelphia Phillies,,,118,-130,2026-05-06T23:33:42Z
mlb,totals,b24e92041f215692dc57c17a67275bcf,Athletics at Philadelphia Phillies,LowVig.ag,Over,Under,9.0,9.0,-113,-102,2026-05-06T23:33:42Z
mlb,h2h,b24e92041f215692dc57c17a67275bcf,Athletics at Philadelphia Phillies,DraftKings,Athletics,Philadelphia Phillies,,,113,-136,2026-05-06T23:34:18Z
mlb,spreads,b24e92041f215692dc57c17a67275bcf,Athletics at Philadelphia Phillies,DraftKings,Athletics,Philadelphia Phillies,1.5,-1.5,-181,149,2026-05-06T23:34:18Z
mlb,totals,b24e92041f215692dc57c17a67275bcf,Athletics at Philadelphia Phillies,DraftKings,Over,Under,9.0,9.0,-115,-105,2026-05-06T23:34:18Z
mlb,h2h,b24e92041f215692dc57c17a67275bcf,Athletics at Philadelphia Phillies,BetMGM,Athletics,Philadelphia Phillies,,,115,-140,2026-05-06T23:33:05Z
mlb,spreads,b24e92041f215692dc57c17a67275bcf,Athletics at Philadelphia Phillies,BetMGM,Athletics,Philadelphia Phillies,1.5,-1.5,-185,150,2026-05-06T23:33:05Z
mlb,totals,b24e92041f215692dc57c17a67275bcf,Athletics at Philadelphia Phillies,BetMGM,Over,Under,9.0,9.0,-118,-102,2026-05-06T23:33:05Z
mlb,h2h,b24e92041f215692dc57c17a67275bcf,Athletics at Philadelphia Phillies,Bovada,Athletics,Philadelphia Phillies,,,115,-138,2026-05-06T23:33:41Z
mlb,spreads,b24e92041f215692dc57c17a67275bcf,Athletics at Philadelphia Phillies,Bovada,Athletics,Philadelphia Phillies,1.5,-1.5,-175,150,2026-05-06T23:33:41Z
mlb,totals,b24e92041f215692dc57c17a67275bcf,Athletics at Philadelphia Phillies,Bovada,Over,Under,9.0,9.0,-120,100,2026-05-06T23:33:41Z
mlb,h2h,01ce87afc3b701c0bae09b62dc95f87c,Baltimore Orioles at Miami Marlins,FanDuel,Baltimore Orioles,Miami Marlins,,,100,-118,2026-05-06T23:34:18Z
mlb,spreads,01ce87afc3b701c0bae09b62dc95f87c,Baltimore Orioles at Miami Marlins,FanDuel,Baltimore Orioles,Miami Marlins,-1.5,1.5,164,-200,2026-05-06T23:34:18Z
mlb,totals,01ce87afc3b701c0bae09b62dc95f87c,Baltimore Orioles at Miami Marlins,FanDuel,Over,Under,8.5,8.5,-105,-115,2026-05-06T23:34:18Z
mlb,h2h,01ce87afc3b701c0bae09b62dc95f87c,Baltimore Orioles at Miami Marlins,LowVig.ag,Baltimore Orioles,Miami Marlins,,,107,-118,2026-05-06T23:33:42Z
mlb,totals,01ce87afc3b701c0bae09b62dc95f87c,Baltimore Orioles at Miami Marlins,LowVig.ag,Over,Under,8.5,8.5,101,-116,2026-05-06T23:33:42Z
mlb,h2h,01ce87afc3b701c0bae09b62dc95f87c,Baltimore Orioles at Miami Marlins,BetOnline.ag,Baltimore Orioles,Miami Marlins,,,107,-118,2026-05-06T23:33:44Z
mlb,totals,01ce87afc3b701c0bae09b62dc95f87c,Baltimore Orioles at Miami Marlins,BetOnline.ag,Over,Under,8.5,8.5,-102,-118,2026-05-06T23:33:44Z
mlb,h2h,01ce87afc3b701c0bae09b62dc95f87c,Baltimore Orioles at Miami Marlins,DraftKings,Baltimore Orioles,Miami Marlins,,,102,-122,2026-05-06T23:34:18Z
mlb,spreads,01ce87afc3b701c0bae09b62dc95f87c,Baltimore Orioles at Miami Marlins,DraftKings,Baltimore Orioles,Miami Marlins,1.5,-1.5,-192,158,2026-05-06T23:34:18Z
mlb,totals,01ce87afc3b701c0bae09b62dc95f87c,Baltimore Orioles at Miami Marlins,DraftKings,Over,Under,8.5,8.5,-105,-115,2026-05-06T23:34:18Z
mlb,h2h,01ce87afc3b701c0bae09b62dc95f87c,Baltimore Orioles at Miami Marlins,BetMGM,Baltimore Orioles,Miami Marlins,,,105,-125,2026-05-06T23:33:05Z
mlb,spreads,01ce87afc3b701c0bae09b62dc95f87c,Baltimore Orioles at Miami Marlins,BetMGM,Baltimore Orioles,Miami Marlins,-1.5,1.5,170,-210,2026-05-06T23:33:05Z
mlb,totals,01ce87afc3b701c0bae09b62dc95f87c,Baltimore Orioles at Miami Marlins,BetMGM,Over,Under,8.5,8.5,-110,-110,2026-05-06T23:33:05Z
mlb,h2h,01ce87afc3b701c0bae09b62dc95f87c,Baltimore Orioles at Miami Marlins,Bovada,Baltimore Orioles,Miami Marlins,,,104,-124,2026-05-06T23:33:41Z
mlb,spreads,01ce87afc3b701c0bae09b62dc95f87c,Baltimore Orioles at Miami Marlins,Bovada,Baltimore Orioles,Miami Marlins,1.5,-1.5,-200,170,2026-05-06T23:33:41Z
mlb,totals,01ce87afc3b701c0bae09b62dc95f87c,Baltimore Orioles at Miami Marlins,Bovada,Over,Under,8.5,8.5,-110,-110,2026-05-06T23:33:41Z
mlb,h2h,587e3aa8ddaf7a5719f0d0f55b446db9,Tampa Bay Rays at Boston Red Sox,FanDuel,Boston Red Sox,Tampa Bay Rays,,,-116,-102,2026-05-06T23:34:18Z
mlb,spreads,587e3aa8ddaf7a5719f0d0f55b446db9,Tampa Bay Rays at Boston Red Sox,FanDuel,Boston Red Sox,Tampa Bay Rays,1.5,-1.5,-205,168,2026-05-06T23:34:18Z
mlb,totals,587e3aa8ddaf7a5719f0d0f55b446db9,Tampa Bay Rays at Boston Red Sox,FanDuel,Over,Under,8.5,8.5,-105,-115,2026-05-06T23:34:18Z
mlb,h2h,587e3aa8ddaf7a5719f0d0f55b446db9,Tampa Bay Rays at Boston Red Sox,BetOnline.ag,Boston Red Sox,Tampa Bay Rays,,,-120,109,2026-05-06T23:33:44Z
mlb,totals,587e3aa8ddaf7a5719f0d0f55b446db9,Tampa Bay Rays at Boston Red Sox,BetOnline.ag,Over,Under,8.5,8.5,100,-120,2026-05-06T23:33:44Z
mlb,h2h,587e3aa8ddaf7a5719f0d0f55b446db9,Tampa Bay Rays at Boston Red Sox,LowVig.ag,Boston Red Sox,Tampa Bay Rays,,,-120,109,2026-05-06T23:33:42Z
mlb,totals,587e3aa8ddaf7a5719f0d0f55b446db9,Tampa Bay Rays at Boston Red Sox,LowVig.ag,Over,Under,8.5,8.5,103,-118,2026-05-06T23:33:42Z
mlb,h2h,587e3aa8ddaf7a5719f0d0f55b446db9,Tampa Bay Rays at Boston Red Sox,DraftKings,Boston Red Sox,Tampa Bay Rays,,,-122,102,2026-05-06T23:34:18Z
mlb,spreads,587e3aa8ddaf7a5719f0d0f55b446db9,Tampa Bay Rays at Boston Red Sox,DraftKings,Boston Red Sox,Tampa Bay Rays,1.5,-1.5,-194,159,2026-05-06T23:34:18Z
mlb,totals,587e3aa8ddaf7a5719f0d0f55b446db9,Tampa Bay Rays at Boston Red Sox,DraftKings,Over,Under,8.5,8.5,-102,-118,2026-05-06T23:34:18Z
mlb,h2h,587e3aa8ddaf7a5719f0d0f55b446db9,Tampa Bay Rays at Boston Red Sox,BetMGM,Boston Red Sox,Tampa Bay Rays,,,-120,100,2026-05-06T23:33:05Z
mlb,spreads,587e3aa8ddaf7a5719f0d0f55b446db9,Tampa Bay Rays at Boston Red Sox,BetMGM,Boston Red Sox,Tampa Bay Rays,1.5,-1.5,-200,165,2026-05-06T23:33:05Z
mlb,totals,587e3aa8ddaf7a5719f0d0f55b446db9,Tampa Bay Rays at Boston Red Sox,BetMGM,Over,Under,8.5,8.5,100,-120,2026-05-06T23:33:05Z
mlb,h2h,587e3aa8ddaf7a5719f0d0f55b446db9,Tampa Bay Rays at Boston Red Sox,Bovada,Boston Red Sox,Tampa Bay Rays,,,-121,101,2026-05-06T23:33:41Z
mlb,spreads,587e3aa8ddaf7a5719f0d0f55b446db9,Tampa Bay Rays at Boston Red Sox,Bovada,Boston Red Sox,Tampa Bay Rays,-1.5,1.5,175,-210,2026-05-06T23:33:41Z
mlb,totals,587e3aa8ddaf7a5719f0d0f55b446db9,Tampa Bay Rays at Boston Red Sox,Bovada,Over,Under,8.5,8.5,100,-120,2026-05-06T23:33:41Z
mlb,h2h,fb98c375df55f7f70d2f35b2209bdd61,St. Louis Cardinals at San Diego Padres,FanDuel,San Diego Padres,St. Louis Cardinals,,,-178,150,2026-05-06T23:34:18Z
mlb,spreads,fb98c375df55f7f70d2f35b2209bdd61,St. Louis Cardinals at San Diego Padres,FanDuel,San Diego Padres,St. Louis Cardinals,-1.5,1.5,122,-146,2026-05-06T23:34:18Z
mlb,totals,fb98c375df55f7f70d2f35b2209bdd61,St. Louis Cardinals at San Diego Padres,FanDuel,Over,Under,8.0,8.0,-105,-115,2026-05-06T23:34:18Z
